anime,date,score
我叫MT 第四季,2011-01-19,7.1
白鸽岛,2003年,7.1
猛兽侠,1999年9月18日,7.1
侵略！！乌贼娘 OAD,2012年8月8日,7.1
纯情罗曼史 OAD,2012年12月20日,7.1
海贼王 祭典男爵与神秘岛,2005年3月4日,7.1
破刃之剑 第二章 诀别之路,2010年6月26日,7.1
最终兵器彼女 Another love song,2005年8月5日,7.1
仓鼠管家,1999年8月1日,7.1
复苏的天空 -救援之翼-,2006年1月8日,7.1
无头骑士异闻录×2 结 DuFuFuFu!!,2016年7月27日,7.1
新石纪 龙水,2022年7月10日,7.1
魔女之旅,2020年10月2日,7.1
丹特丽安的书架,2011年7月15日,7.1
剧场短篇 超时空要塞F 时之迷宫,2021年10月8日,7.1
IDOLiSH7-偶像星愿- Third BEAT!,2021年7月4日,7.1
机动战士高达0083 星尘的回忆,1991年5月22日,7.1
0号宿舍,2018年9月28日,7.1
凡人修仙传之凡人风起天南 贰,2020年10月11日,7.1
七武士,2004年6月12日,7.1
家有贱狗,1993年10月4日,7.1
齐木楠雄的灾难,2013年8月4日,7.1
图书馆战争,2008年4月10日,7.1
樱Trick,2014年1月9日,7.1
鲁邦三世 一美元的战争,2000年7月28日,7.1
天体的秩序 另一个愿望,2019年10月11日,7.1
BanG Dream! FILM LIVE,2019年9月13日,7.1
恐龙葛蒂,1914-09-15,7.1
奇想的精神,1992年6月3日,7.1
破刃之剑 第三章 凶刃之痕,2010年9月25日,7.1
苍之流星SPT雷兹纳 OVA,1986年8月21日,7.1
强袭魔女,2008年7月3日,7.1
秀逗魔导士GREAT,1997年8月2日,7.1
黑执事 幽鬼城杀人事件篇,2015年1月28日,7.1
蜡笔小新：谜案！天下春日部学院的怪奇事件,2021年7月30日,7.1
星球流浪记,2003年10月16日,7.1
我们的仙境～Heartful days～,2005年1月9日,7.1
霸凌～复仇催眠～,2021年2月5日,7.1
镜花缘,1991年,7.1
斗破苍穹 特别篇2 沙之澜歌,2019年4月14日,7.1
史上最强弟子兼一,2006年10月7日,7.1
一指城,2015年7月26日,7.1
宝石宠物 Sunshine,2011年4月9日,7.1
迷你龙小剧场,2021年4月7日,7.1
爱、死亡 & 机器人 第三季,2022年5月20日,7.1
圣魔之血,2005年4月28日,7.1
剧场版 库特wafter,2021年7月16日,7.1
信长的忍者 姊川·石山篇,2018年4月6日,7.1
宣告黎明的露之歌,2017年5月19日,7.1
无头骑士异闻录×2 转 恋爱故事铿铿铿,2015年11月14日,7.1
排球少年 VS“不及格”,2016年5月2日,7.1
正义联盟：神明与怪物,2015-07-08,7.1
商标的世界,2009-11-14,7.1
大提琴手,1982年1月23日,7.1
圣斗士星矢 冥界篇 后章,2006年12月15日,7.1
东之伊甸 剧场版II Paradise Lost,2010年3月13日,7.1
幻想万华镜 花之异变之章,2015年5月24日,7.1
天气之子,2019年7月19日,7.1
猫和老鼠：胡桃夹子的传奇,2007-10-02,7.1
头文字D Battle Stage,2002年5月15日,7.1
一弦定音！第二季,2019年10月5日,7.1
火影忍者 剧场版 博人传,2015年8月7日,7.1
包在小可身上,2000年7月15日,7.1
烤焦面包,2001年11月5日,7.1
龙珠Z 复活的融合！悟空与贝吉塔,1995年3月4日,7.1
THE八犬传,1990年10月25日,7.0
超自然9人组,2016年10月8日,7.1
樱花大战 轰华绚烂,1999年12月18日,7.1
只有神知道的世界 天理篇,2012年10月18日,7.1
相思,2016年12月23日,7.1
心灵的声音,2016年7月19日,7.1
绿林寮,1991-11-22,7.1
义姐是不良妈妈哺乳中,2020年6月5日,7.1
数码宝贝X进化,2005年1月3日,7.1
蜡笔小新 奇异乐园大冒险,1996年4月13日,7.1
她和她的猫 -Everything Flows-,2016年3月4日,7.1
哆啦A梦：大雄的宇宙小战争,1985年3月16日,7.1
狗/子弹&屠杀,2009年5月19日,7.1
灼眼的夏娜S,2009年10月23日,7.1
翼·年代记 第二部,2006年4月29日,7.1
馒头日记,2013年12月25日,7.1
萌菌物语 Returns,2012年7月5日,7.1
电波女与青春男,2011年4月14日,7.1
恋爱暴君,2010年6月25日,7.1
灵魂力量,1998年4月8日,7.1
泡泡糖危机,1987年2月25日,7.0
鲁邦三世 DEAD OR ALIVE,1996年4月20日,7.1
小羊肖恩 第一季,2007年3月5日,7.1
少年骇客 第二季,2006年5月29日,7.0
地狱少女 三鼎,2008年10月4日,7.1
绝对可怜CHILDREN,2008年4月6日,7.1
全金属狂潮 Invisible Victory,2018年4月13日,7.1
漫画女孩,2018年4月5日,7.1
纯情房东俏房客,2000年4月19日,7.1
异国迷宫的十字路口,2011年7月3日,7.1
JOJO的奇妙冒险 石之海 第2部分,2022年10月7日,7.1
赛马娘 Pretty Derby,2018年4月1日,7.1
一人之下 第二季,2017年10月27日,7.1
+模型姐妹,2012年8月22日,7.1
侦探歌剧 少女福尔摩斯,2010年10月7日,7.1
麦兜·我和我妈妈,2014-10-01,7.1
剧场版 刀剑神域 进击篇 无星之夜的咏叹调,2021年10月30日,7.1
罗德斯岛战记-英雄骑士传-,1998年4月1日,7.1
迷宫塔 ～乌鲁克之盾～,2008年4月4日,7.1
大力水手,1960年6月10日,7.1
南方公园 第20季,2016年9月14日,7.1
One Room 第三季,2020年10月5日,7.1
小公主优希,2002年9月30日,7.0
少年骇客 第四季,2007年7月14日,7.0
骚动时节的少女们啊,2019年7月5日,7.1
伪恋,2014年1月11日,7.1
天堂之吻,2005年10月13日,7.0
王牌鉴定人,2005年1月8日,7.0
魁拔之十万火急,2011年7月8日,7.1
腌黄瓜先生 第二季,2016年4月17日,7.0
派对浪客诸葛孔明,2022年4月5日,7.1
翼·年代记,2005年4月9日,7.1
『DOUBLE DECKER! 道格&基里尔』EXTRA,2019年5月24日,7.0
进击的巨人 OAD,2013年12月9日,7.1
珈百璃的堕落,2017年1月9日,7.1
机动战士高达 水星的魔女 PROLOGUE,2022-07-14,7.1
地球防卫企业,1999年10月5日,7.0
剧场版 精灵宝可梦 就决定是你了！,2017年7月15日,7.1
金田一少年之事件簿 2007年特别篇,2007年11月12日,7.0
机械心,2014年2月5日,7.0
她和她的猫,2000年4月23日,7.1
X战记,2001年10月3日,7.1
爱你宝贝,2004年4月3日,7.0
阿茹茉妮,2014年3月1日,7.1
八犬传-东方八犬异闻- 第二季,2013年7月7日,7.1
英雄时代,2007年4月1日,7.1
梦想成为魔法少女,2024年1月3日,7.1
出包日记～・妹 动画版,2019年5月4日,7.0
初恋限定。,2009年4月11日,7.1
欢迎来到宇宙SHOW,2010年6月26日,7.1
哆啦A梦：大雄的海底鬼岩城,1983年3月12日,7.1
少年歌行 风花雪月篇 上部,2021年7月28日,7.1
上课小动作,2014年1月5日,7.1
牙狼 VANISHING LINE,2017年10月6日,7.0
亚人 -冲突-,2016年5月6日,7.1
高达SEED 原创角色剧场,2007年6月22日,7.0
好色一代男,1991年1月18日,7.0
犬夜叉 红莲之蓬莱岛,2004年12月23日,7.1
鬼灭之刃 那田蜘蛛山篇,2020年10月17日,7.1
湾岸MIDNIGHT,2007年6月15日,7.0
哆啦A梦：大雄与龙之骑士,1987年3月14日,7.1
永久家族,1997年,7.0
杀戮都市：O,2016年10月14日,7.1
宝石宠物 Tinkle☆,2010年4月3日,7.0
我们大家的河合庄,2014年4月3日,7.1
Fate/Grand Carnival,2021年6月2日,7.1
机动战士高达 第08MS小队 三次元的战斗,2013年2月22日,7.0
鹬蚌相争,1983年,7.0
皇家国教骑士团外传：THE DAWN,2011年7月27日,7.1
死后文,2008年1月5日,7.1
偶像活动 剧场版,2014年12月13日,7.0
金田一少年事件簿R 2期,2015年10月3日,7.0
Estab Life Great Escape,2022年4月6日,7.1
Gon的旱獭,2017年4月24日,7.0
蜡笔小新 激突！涂鸦王国与四位勇者,2020年9月11日,7.0
灵笼 下半季,2020年7月31日,7.1
足球小将GOAL!,2001年10月7日,7.0
我的恶魔,2023年11月23日,7.0
陆奥圆明流外传 修罗之刻,2004年4月6日,7.0
小鸠。,2009年10月6日,7.0
Glass the movie,2017年07月01日,7.0
蝙蝠侠：突袭阿卡姆,2014-07-29,7.0
今天的五年二班 放课后,2009年10月6日,7.0
人鱼又上钩,2013年4月6日,7.1
青之6号,1998年10月25日,7.1
没头脑和不高兴,1962,7.0
我和吸铁石和一个死去的朋友,2019-06-10,7.0
地狱老师,1996年4月13日,7.0
黄金神威 OAD,2018年9月19日,7.0
宝贝我爱你,2018年12月12日,7.0
外星也难民 第三季,2022年7月13日,7.0
魔神凯撒,2001年9月25日,7.0
A频道+smile,2012年3月21日,7.1
夏雪密会,2012年7月5日,7.0
怪物之子,2015年7月11日,7.1
科拉传奇 第四季：平衡,2014年10月3日,7.0
电焊工波力,2008年11月8日,7.0
元气少女缘结神 OAD,2013年8月20日,7.0
钻石王牌 第2部 OAD,2016年8月17日,7.0
新石纪 STONE WARS,2021年1月14日,7.1
苹果核战记,2004年4月17日,7.0
哆啦A梦：大雄与动物行星,1990年3月10日,7.0
紫式部 源氏物语,1987年12月19日,7.0
小鸟之翼 高尔夫少女 第二季,2023年4月7日,7.0
黑子的篮球,2012年4月7日,7.0
没有宇宙我们无法生存,2014-08-21,7.0
战姬绝唱SYMPHOGEAR G,2013年7月4日,7.0
亚人 -冲戟-,2016年9月23日,7.0
人鱼之伤,1993年9月24日,7.0
狂赌之渊,2017年7月1日,7.0
黄金拼图 Pretty Days,2016年11月12日,7.0
魔法老师涅吉！～另一个世界～,2009年9月17日,7.0
秀逗魔导士RETURN,1996年8月3日,7.0
非人哉 立春篇,2020年6月17日,7.0
监狱兔 前传,2015年4月10日,7.0
蓝海少女 第二季,2018年4月7日,7.0
青春草莓蛋,2001年7月4日,7.0
无颜之月,2001年12月8日,7.0
银河英雄传说外传 第三次提亚马特会战,2000年7月21日,7.0
守望先锋：我们出发吧,2017年8月23日,7.0
橙路 那个夏天的开始,1996年11月2日,7.0
魔女猎人,2007年4月2日,7.0
超剧场版 Keroro军曹 诞生！究极Keroro奇迹的时空之岛！！,2010-02-27,7.0
棒球英豪3 在你离开之后,1987年4月11日,7.0
圣斗士星矢 冥界篇 前章,2005年12月17日,7.0
机动刑事808,1990年6月21日,7.0
电影的阿松,2019年3月15日,7.0
鲁邦三世 pilot film,1989年2月15日,7.0
魔神英雄传 永恒传说,1993年10月1日,7.0
鲁邦三世 七日狂想曲,2006年9月8日,7.0
侦探歌剧 少女福尔摩斯 夏季特别篇,2011年8月25日,7.0
彩云国物语 第二季,2007年4月7日,7.0
哆啦A梦：大雄的太阳王传说,2000年3月11日,7.0
女忍者椿的心事,2022年4月9日,7.0
结城友奈是勇者 -鹫尾须美之章- 第1章 朋友,2017年3月18日,7.0
鲁邦三世 最后的工作,2010年2月12日,7.0
蓝雨伞,2013-02-12,7.0
哆啦A梦：大雄与翼之勇者,2001年3月10日,7.0
啄木鸟伍迪,1957年10月3日,7.0
哆啦A梦 新·大雄的宇宙开拓史,2009年3月7日,7.0
暗く黒く,2021年1月20日,7.0
剑风传奇 次篇,2017年4月7日,7.0
鲁邦三世 Master File,2012年3月28日,7.0
钢琴之森,2007-07-21,7.0
虐杀器官,2017年2月3日,7.0
机器人少女Z,2014年1月4日,7.0
拂晓的尤娜 OAD,2015年9月18日,7.0
ERO game！H和游戏性开发三味,2011年8月26日,7.0
麦兜当当伴我心,2012年7月10日,7.0
棒球大联盟2nd,2018年4月7日,7.0
速写者,2005年4月7日,7.0
学园救援团 OAD,2013年2月10日,7.0
亚人 第二季,2016年10月7日,7.0
纪念日快乐,2011-06-02,7.0
超级酷乐猫,1999年10月2日,7.0
灰色的果实,2014年10月5日,7.0
天行九歌之空山鸟语,2014年5月1日,7.0
Wake Up Girls! 七人的偶像,2014年1月10日,7.0
少年歌行,2018年12月26日,7.0
哆啦A梦：大雄的秘密道具博物馆,2013年3月9日,7.0
新子与千年魔法,2009年11月21日,7.0
美少女战士S剧场版 竹取公主的恋人,1994年12月4日,7.0
我的女神 OAD,2011年2月23日,7.0
恶戏,2005年4月8日,7.0
怪兽大学,2013年6月5日,7.0
某人的目光,2013年2月10日,7.0
Yes! 光之美少女5 GoGo!,2008年2月3日,7.0
妖精的尾巴 第二季,2014年4月5日,7.0
钱进球场,2018年4月6日,7.0
鬼公子炎魔,2006年8月25日,7.0
机动警察迷你版,2002年3月30日,7.0
樱花大战 樱华绚烂,1997年12月18日,7.0
闪电十一人GO 时空之石,2012年4月18日,7.0
金田一少年事件簿2 杀戮的深蓝,1999年8月21日,7.0
美少女战士SuperS剧场版 梦想黑洞的奇迹,1995年12月23日,7.0
极地特快,2004年11月10日,7.0
阳光中的青时雨,2013年11月9日,7.0
日与夜,2010年6月18日,6.9
古见同学有交流障碍症,2021年10月6日,7.0
剧场版 咒术回战 0,2021年12月24日,7.0
超青春姐弟s,2013年9月13日,7.0
爱杀宝贝OVA,2013年10月16日,7.0
皿三昧,2019年4月11日,7.0
网球并不可笑嘛 3期,2013年10月6日,7.0
邻家的吸血鬼小妹,2018年10月5日,7.0
爱我「枫与铃」THE ANIMATION,2022年3月25日,7.0
催眠性指导,2019年2月1日,7.0
恶魔人 诞生篇,1987年11月1日,7.0
强袭魔女 胜利之箭行动,2014年9月20日,7.0
沉默的未知,2000年10月5日,7.0
哆啦A梦：大雄的钥匙城历险记,1997年3月8日,7.0
亚特兰蒂斯：失落的帝国,2001年6月15日,7.0
暖心日记,2016年6月6日,7.0
哆啦A梦：大雄的南海大冒险,1998年3月7日,7.0
在魔王城说晚安,2020年10月5日,7.0
宇宙战舰大和号2202 爱的战士们 第一章「嚆矢篇」,2017年2月25日,7.0
A频道 来吃火锅吧,2017年9月27日,7.0
装甲骑兵 佩鲁森档案 剧场版,2009年1月17日,7.0
漂流武士 OAD,2016年6月6日,7.0
龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯,1993年2月24日,7.0
阿修罗,2012年9月29日,7.0
十字路口,2014年2月25日,7.0
Q弟侦探因幡,2013年1月4日,7.0
银河铁道之夜,2006年6月17日,7.0
后天的方向,2006年10月5日,7.0
忍者神龟,1987年12月14日,7.0
机械女警,2000年3月31日,7.0
灼眼的夏娜II,2007年10月4日,7.0
吸血鬼猎人D,1985年12月21日,7.0
苏希的动物园,2011年4月3日,6.9
狮子王 1½,2004年2月10日,7.0
植木的法则,2005年4月4日,7.0
黑执事 豪华客船篇,2017年1月21日,7.0
小美人鱼,1989-11-14,7.0
对某飞行员的追忆,2011年10月1日,7.0
大王饶命 第二季,2023年12月30日,7.0
高达创形者 再起,2019年10月10日,7.0
南家三姐妹 再来一碗,2008年1月6日,7.0
丁丁历险记,2011-10-26,7.0
哆啦A梦七小子与点心娜娜王国,1999年3月6日,7.0
ユフィンとエッチ,2015年7月2日,7.0
火影忍者 剧场版 忍者之路,2012年7月28日,7.0
排球少年 列夫参上,2015年3月4日,7.0
美少年侦探团,2021年4月10日,7.0
红白黑黄 第三季,2015年10月24日,7.0
不在他处 正是此地,2013年3月24日,7.0
电影 光之美少女 Splash Star 千钧一发！,2006年12月9日,7.0
哥普拉 剧场版,1982年7月3日,6.9
Princess Principal Crown Handler 第1章,2021年2月11日,7.0
十兵卫 心形眼罩的秘密,1999年4月5日,7.0
正义战士,1986年4月7日,6.9
猫和老鼠2014 第一季,2014年4月9日,7.0
暴力宇宙海贼 剧场版 亚空的深渊,2014年2月22日,7.0
剧场版 TIGER & BUNNY -The Beginning-,2012年9月22日,7.0
GEAR战士电童,2000年10月4日,7.0
鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～,2004年7月30日,6.9
出包王女 OVA,2009年4月3日,7.0
Slow Start,2018年1月6日,7.0
出包日记～・教师 动画版,2021年4月8日,7.0
剑勇传说 铁刃,1993年4月9日,7.0
功夫熊猫,2008年6月6日,7.0
心理测量者 Sinners of the System Case.2 First Guardian,2019年2月15日,7.0
超剧场版 Keroro军曹3 Keroro 对 Keroro 天空大决战,2008-03-01,7.0
古城荆棘王,2010年5月1日,7.0
电影 光之美少女 All Stars New Stage3 永远的朋友,2014年3月15日,7.0
偶像大师 百万现场 Dreaming! 动画 PV,2015年9月30日,6.9
破刃之剑 第一章 觉醒之刻,2010年5月29日,7.0
我叫MT 第五季,2011-11-21,7.0
网球优等生,2014年4月6日,7.0
信蜂,2009年10月3日,7.0
少年骇客 第三季,2006年11月25日,6.9
少女与战车 第63回战车道全国高校生大会 总集篇,2018年9月29日,7.0
彗星公主,2001年4月1日,7.0
晴天小猪,1997年7月3日,7.0
伍六七之玄武国篇 下篇,2021年4月7日,7.0
信蜂 REVERSE,2010年10月2日,7.0
鲁邦三世 峰不二子的谎言,2019年5月31日,7.0
次强音,2000年5月25日,7.0
天地无用! in LOVE 2:遥远的思念,1999-04-24,6.9
传说中勇者的传说,2010年7月1日,7.0
桧曾根与间租谭,2018年4月12日,7.0
机动战士高达MS IGLOO 一年战争秘录,2004年7月19日,7.0
和我一起来画吧,2009年7月18日,7.0
ヴィクトリアメイド マリアの奉仕,2015年4月24日,7.0
茶啊二中第四季,2018年3月27日,6.9
神奇飞书,2011年1月30日,6.9
机械女神J,1996年10月1日,7.0
飞轮少年 黑翼与沉睡森林 -Break on the sky-,2010年11月17日,7.0
皮卡丘与伊布☆好朋友,2013年7月13日,6.9
魔法咪路咪路,2002年4月6日,7.0
驯龙记：博克岛的骑手,2012年8月7日,6.9
剧场版 精灵宝可梦：时拉比 穿梭时空的相遇,2001-07-07,7.0
臭屁虫,2011年3月26日,6.9
雾山五行,2016年12月31日,7.0
WWW.迷糊餐厅,2016年10月1日,7.0
马达加斯加3,2012年6月6日,7.0
BanG Dream! 少女乐团派对！5周年纪念动画 -CiRCLE THANKS PARTY!-,2022年3月10日,7.0
天空之艾斯嘉科尼,1996年4月2日,7.0
为美好的世界献上爆焰！,2023年4月5日,7.0
黄昏少女×失忆,2012年4月8日,7.0
无能的奈奈,2020年10月4日,7.0
茗记,2008年4月25日,7.0
妖精的尾巴 心跳不已·龙舌兰乐园,2013年6月17日,7.0
阿松 第三季,2020年10月12日,7.0
魁拔Ⅲ 战神崛起,2014年10月1日,7.0
神魂合体豪旦那！！第二季,2004年4月5日,6.9
银河KICK OFF！！,2012年4月3日,7.0
铁腕巴迪 DECODE OVA,2009年7月22日,7.0
银河英雄传说外传 决斗者,2000年5月26日,7.0
我叫MT 第二季,2009-12-26,7.0
快乐杀人调査官,1999年3月26日,6.9
非洲的动物上班族,2019年10月6日,7.0
阿莱蒂公主,2001年7月21日,7.0
小书痴的下克上～为了成为图书管理员而不择手段～ 第2部,2020年4月4日,7.0
最游记RELOAD,2003年10月2日,7.0
音乐,2020年1月11日,7.0
故乡重现 日本的古老传说,2012年4月1日,7.0
百兽王高莱恩,1981年3月4日,7.0
传说巨神伊迪安 接触篇,1982年7月10日,7.0
青出于蓝,2002年4月10日,7.0
潜行吧！奈亚子W,2013年4月7日,7.0
功夫料理娘,2011年6月4日,7.0
悠悠式 OVA,2017年2月22日,7.0
横滨购物纪行 -Quiet Country Cafe-,2002年12月18日,7.0
放学后的昴星团,2015年4月8日,7.0
出包日记~·不知廉耻 动画版,2018-01-01,6.9
无限地带23,1985年3月9日,7.0
三叶草,1999年8月21日,7.0
欢乐好声音,2016-12-21,7.0
全部成为F THE PERFECT INSIDER,2015年10月8日,7.0
堀桑与宫村君,2012年10月5日,7.0
秦时明月之百步飞剑,2007年2月14日,7.0
非人哉 夏至篇,2021年2月10日,7.0
邪神与厨二病少女,2018年7月9日,7.0
腌黄瓜先生,2014年9月21日,6.9
零之使魔,2006年7月2日,7.0
钟楼怪人,1996年6月21日,6.9
秦时明月之万里长城,2012年9月30日,7.0
伍六七之玄武国篇 上篇,2021年1月27日,7.0
潜行吧！奈亚子,2012年4月9日,7.0
继 怪怪守护神,2020年4月5日,7.0
破刃之剑 第五章 死线之涯,2011年1月22日,7.0
ACCA13区监察课 Regards,2020年3月27日,7.0
海绵宝宝 第九季,2011年4月3日,6.9
非常偶像Key,1994年12月16日,6.9
里约大冒险,2011年4月8日,7.0
关于完全听不懂老公在说什么的事,2014年10月2日,7.0
木偶奇遇记,1940年2月7日,7.0
人鱼之森,1991年8月16日,6.9
机动战士高达独角兽 RE:0096,2016年4月3日,7.0
死亡笔记特别篇 L的继承者,2008年8月22日,7.0
小贝流浪记,1999年1月1日,7.0
黑执事,2008年10月2日,7.0
猫狗,1998年4月4日,7.0
浪漫追星社,2009年7月7日,7.0
宇宙战舰大和号2205 新的出发 前篇 -TAKE OFF-,2021年10月8日,6.9
阴阳大战记,2004年9月30日,6.9
心理测量者 Sinners of the System Case.3 在恩怨的彼方＿＿,2019年3月8日,7.0
文子的告白,2009年11月9日,7.0
三只眼,1991年7月25日,6.9
超剧场版 Keroro军曹2 深海的公主,2007-03-17,7.0
迷失之物,2010年6月3日,6.9
世界第一初恋〜横泽隆史的场合〜,2014年3月15日,7.0
水脑袋,2009-06-15,6.9
上官海铃,2011年3月27日,6.9
ANEMONE/交响诗篇 Hi-Evolution,2018年11月10日,6.9
恶魔城 第二季,2018年10月26日,7.0
密涅瓦的剑士,1994年12月17日,6.9
神笔,1955年,7.0
神无月的巫女,2004年10月1日,7.0
玛露露库的日常,2020年1月17日,7.0
少数人的晚餐,2014,6.9
攻壳机动队 新剧场版 VIRTUAL REALITY DIVER,2017年4月13日,6.9
迷糊天使,2002年4月7日,7.0
我的女神 小不隆咚便利多多,1998年4月6日,6.9
爱天使传说婚纱桃子,1995年4月5日,6.9
请吃红小豆吧！,2018年7月5日,7.0
千子,2009年7月28日,7.0
佐罗的传说,1996年4月5日,6.9
乱马1/2 天道家混乱的圣诞节,1993年12月17日,6.9
崩坏3 冬之记忆,2022年2月15日,6.9
初恋时间。,2023年11月24日,7.0
小倩,1997年7月26日,6.9
淫魔妖女,1994年12月22日,7.0
仇恨之路,2010年11月26日,6.9
剧场版 偶像活动Stars,2016年8月13日,6.9
魔术士奥芬,1998年10月3日,6.9
足球小将J,1994年10月21日,6.9
宇宙战舰大和号2202 爱的战士们 第二章「发进篇」,2017年6月24日,6.9
偶像大师 灰姑娘女孩,2015年1月9日,7.0
哆啦A梦·大雄的喜马拉雅行进记,2018年5月24日,6.9
我叫MT 第三季,2010-05-10,7.0
狐妖小红娘 月红篇,2016年6月24日,7.0
弃宝之岛：遥与魔法镜,2009-08-22,6.9
高温VS排斥,2015年1月5日,6.9
一起一起这里那里,2012年4月5日,7.0
机动战士高达ZZ,1986年3月1日,7.0
幻想的我,2013年7月17日,6.9
电影 Go! Princess 光之美少女 Go！Go！！豪华三部曲！！！,2015年10月31日,6.9
百变机兽之洛洛历险记,2009年2月3日,7.0
疯狂原始人,2013年3月22日,7.0
武战道,2013年9月2日,6.9
小魔女姐妹悠悠与妮妮,2013年12月28日,6.9
灼眼的夏娜炭,2006年1月25日,7.0
Fate/Prototype,2011年12月31日,7.0
网球并不可笑嘛 8期,2016年10月5日,7.0
正气大侠,1991年4月4日,6.9
SSSS.电光机王 剧场总集篇,2023年3月10日,6.9
猫之茗 第二季,2023年4月8日,6.8
炎之蜃气楼,2002年1月7日,6.9
惊爆草莓,2006年4月3日,7.0
网球并不可笑嘛 9期,2017年7月12日,7.0
元气少女缘结神,2012年10月1日,7.0
田中君总是如此慵懒,2016年4月9日,7.0
叮当猫,1993年4月5日,6.9
乔尼亚斯奥特曼,1979年4月4日,6.9
剧场版 BanG Dream! Poppin'Dream！,2022年1月1日,7.0
网球并不可笑嘛 2期,2013年7月7日,7.0
地狱客栈 试播集,2019年10月28日,6.9
Suite 光之美少女♪,2011年2月6日,7.0
勿忘蛛,2012年3月12日,7.0
守望先锋：重逢,2018年11月2日,6.9
野良神 OAD,2014年2月13日,7.0
昭和物语,2011年4月3日,6.9
最游记,2000年4月4日,7.0
大正野球娘。,2009年7月2日,7.0
鲁邦三世 Sweet Lost Night～魔法神灯是噩梦的预兆～,2008年7月25日,6.9
青之驱魔师 剧场版,2012年12月28日,7.0
恋爱小行星,2020年1月3日,7.0
海贼王  死亡尽头的冒险,2003年3月1日,7.0
勇者特急,1993年1月30日,6.8
恐龙,2000-05-19,6.8
十二生肖,1993年,6.9
伪恋：,2015年4月10日,7.0
英国一家，吃在日本,2015年4月15日,6.9
契约之吻,2022年7月2日,7.0
网球并不可笑嘛 7期,2016年1月11日,6.9
鬼灯的冷彻 第二季 OAD,2019年9月20日,6.9
赤发白雪姬,2015年7月6日,7.0
没落要塞,2020年7月8日,7.0
青涩宝贝,1998年4月8日,6.9
THE UNLIMITED 兵部京介,2013年1月7日,7.0
血咒圣痕,2013年3月15日,6.9
盗墓笔记之秦岭神树,2021年4月4日,6.9
纯情罗曼史2,2008年10月11日,6.9
美妙旋律 极光之梦,2011年4月9日,6.9
网球并不可笑嘛 5期,2015年7月6日,6.9
剧场版 进击的巨人 后篇～自由之翼～,2015年6月27日,6.9
精灵王座,2016-08-19,6.9
Another,2012年1月9日,7.0
剧场版 精灵宝可梦DP：骑拉帝纳与冰空的花束 洁咪,2008-07-19,7.0
木橱童子,2011年3月26日,6.9
请吃红小豆吧！ 第二季,2019年1月13日,6.9
超剧场版 Keroro军曹,2006-03-11,6.9
乱马1/2 决战桃幻乡！夺回新娘子！,1992年8月1日,6.9
课长之恋,2010-03-26,6.9
CENCOROLL CONNECT,2019年6月29日,7.0
魔法骑士,1994年10月17日,6.9
机动战士高达 MS IGLOO 默示录0079,2006年4月26日,7.0
巨兵长城传,2019年1月19日,6.9
动物农场,1954-12-29,6.8
虹四动画,2023年1月6日,7.0
百妖谱·京师篇,2022年7月25日,6.9
肥版国家地理,2012年12月5日,6.8
寻找满月,2002年4月6日,6.9
铁腕巴迪,1996年7月25日,6.9
调酒师 神之杯,2024年4月3日,6.9
仰望半月的夜空,2006年1月12日,6.9
狮子王,1995年,6.9
DOUBLE DECKER! 道格&基里尔,2018年9月30日,6.9
亚尔斯兰战记,1991年8月17日,6.9
青山刚昌短篇集,1999年3月17日,6.9
碧奇魂,1994年10月5日,6.8
凡人修仙传之凡人风起天南,2020年7月25日,6.9
地球守护者,2000年4月3日,6.8
备长炭,2006年2月2日,6.9
花木兰,1998年6月19日,6.9
三只眼 圣魔传说,1995年7月25日,6.9
狂赌之渊 双,2022年8月4日,6.9
链锯人,2022年10月11日,7.0
百变之星 崭新之翼 EXTRA STAGE 不笑的公主,2004年10月22日,6.9
网球并不可笑嘛 4期,2015年4月6日,6.9
蜡笔小新 超级美味B级美食大逃亡,2013年4月20日,6.9
关于完全听不懂老公在说什么的事 第二季,2015年4月2日,7.0
美鸟日记,2004年4月3日,6.9
星际宝贝TV版,2003年9月20日,6.9
新蔷薇少女,2013年7月4日,7.0
恶魔城 第一季,2017年7月7日,6.9
心灵想要大声呼喊。,2015年9月19日,6.9
四驱小子,1989年10月3日,6.9
乱马1/2 小茜VS乱马—母亲的味道由我保护,1994年2月18日,6.8
京极夏彦 巷说百物语,2003年10月3日,6.9
我爱你,2010年10月13日,6.9
舞伎家的料理人,2021年2月25日,6.9
乱马1/2 超无差别决战！乱马队VS传说的凤凰,1994年8月20日,6.8
天真与闪电,2016年7月4日,7.0
非人哉 冬至篇,2021年7月21日,6.9
新世纪魔法少女,2001年3月7日,6.9
反斗小王子 第1季,1998年10月5日,6.8
偶像荣耀,2021年1月10日,6.9
小熊维尼,2011-04-15,6.9
皮卡丘的心跳捉迷藏,2001-07-07,6.8
星际迷航俏女郎,1999年6月25日,6.9
哆啦A梦：大雄与机器人王国,2002年3月9日,6.9
血色花园 -死之少女-,2007年8月8日,6.8
狼行者,2020年10月30日,6.9
水之语,2002年10月26日,6.9
狂野情人,2010年3月26日,6.9
眷思量,2021年6月14日,6.9
新盖塔,2004年4月9日,6.9
高机动幻想 ～新结行军歌～,2003年2月5日,6.9
我的麻理,1996年3月6日,6.8
文豪野犬 第四季,2023年1月4日,6.9
