anime,date,score
ネトラレヅマ ～礼子～,2012年8月17日,5.9
人生,2014年7月6日,6.1
宫河家的空腹,2013年4月29日,6.0
クリムゾンガールズ ～痴漢支配～,2012年05月25日,5.9
只要你说你爱我,2012年10月6日,6.0
思春期少女,2008年03月28日,5.8
天才王子的赤字国家振兴术,2022年1月11日,6.1
电击小子,2009年2月12日,5.9
碧蓝航线 女王号令,2023年7月27日,5.8
姦獄～淫辱の実験棟～,2006年3月25日,5.2
通灵妃,2018年11月30日,5.8
ちょいすじ,2007年6月22日,5.2
玻璃之花与崩坏的世界,2016年1月9日,6.1
开阔天空！光之美少女,2023年2月5日,6.0
开心宝贝,2010年7月2日,5.9
NTR姐姐,2021年6月4日,5.9
弒神者！～不顺从之神与弑神的魔王～,2012年7月6日,6.1
突击莉莉 BOUQUET,2020年10月1日,6.1
君の魔名はリナ・ウィッチ アイドルのファミリア,2016年11月25日,5.8
跳跳羊,2004-11-05,5.1
神圣十月,2007年1月4日,5.7
河源崎家的一族,1996年11月29日,5.6
一骑当千 Extravaganza Epoch,2014年12月21日,5.9
椎葉さんのウラの顔 with イモートリップ,2014年2月28日,5.8
约会大作战 赤黑新章：虚或实,2020年8月14日,6.1
蜡笔小新 爆盛！功夫男孩 ～拉面大乱～,2018年4月13日,5.8
ヤバい! ―復讐・闇サイト―,2014年2月28日,5.9
绝命制裁X OAD,2015年11月2日,5.7
游魂 -Kiss on my Deity-,2009年4月5日,6.0
食梦者玛利,2011年1月6日,6.0
噬魂师NOT！,2014年4月8日,6.0
Happiness Charge 光之美少女！,2014年2月2日,5.9
六心公主,2016年12月30日,5.3
蓝色管弦乐,2023年4月9日,6.0
少女骑士物语,2013年10月6日,6.0
御神乐学园组曲,2015年4月6日,6.0
博人传,2016年11月27日,5.5
IMMORAL,2005年4月29日,5.6
神在月的孩子,2021年10月8日,5.2
魔鬼恋人 OAD,2015年2月26日,5.5
エンコ―J●ビッチギャル オジサンとなまパコ性活,2018年2月9日,5.8
银色的奥林西斯,2006年10月5日,5.2
心跳不已的母女课程 〜教我H的学习〜,2007年4月25日,5.8
黑白来看守所 第二季,2017年1月4日,6.0
圣战士登拜因 OVA,1988年2月25日,5.4
HOME!,2021年5月9日,5.6
凌成敗！～学園美少女制裁秘録～,2013年4月26日,5.9
情定惠比壽,2010-05-28,5.2
精灵旅社4：变身大冒险,2022年1月14日,5.2
农业娘,2010年10月7日,5.1
面包带来和平！,2016年4月3日,6.0
暗黑破坏神在身边,2020年1月11日,5.9
若菜ちゃんの初エッチ,2017-12-22,5.2
詩乃先生の誘惑授業,2004-11-12,5.3
秘汤巡游 隐汤 舞樱篇,2013年2月2日,5.9
もう挟まずにはいられない ~星にお願いしたらこんなにおっきくなっちゃった!~,2014年2月28日,5.8
宝石商人理查德的谜鉴定,2020年1月9日,6.0
剧场版 CLANNAD,2007年9月15日,6.0
プリンセスナイト☆カチュア,2010年6月11日,5.8
明日的与一,2009年1月8日,6.0
圣娼女,2014年7月25日,5.9
落第魔女 风花与暗之魔女,2023年3月31日,5.6
我太受欢迎了该怎么办,2016年10月6日,6.0
我家大师兄有点靠谱,2023年1月6日,5.4
三和,2014年3月12日,5.6
我太太是高中生,2005年7月2日,5.8
天使的3P!,2017年7月10日,6.0
せいこう！ 〜幼なじみは照れくさそうに嘘をつく〜,2013年9月20日,5.7
肯普法 为了爱,2011年4月7日,6.0
遗作 ～Respect～,2001年2月23日,5.6
Piacevole～我的意大利料理～,2017年1月11日,5.6
义妹×2,2006年9月8日,5.2
催眠術ZERO,2013年5月17日,5.8
仙境传说,2004年4月6日,5.9
Arve Rezzle 机器化的妖精们,2013年3月2日,5.9
宝可梦 旅途 特别篇：被称为神的阿尔宙斯,2022年1月21日,5.3
中之人基因组【实况中】 OAD,2020年2月27日,5.9
TSF物语,2011年11月25日,5.9
小森同学拒绝不了！,2015年10月4日,6.0
虹猫蓝兔火凤凰,2010年2月5日,5.4
悪の女幹部 フルムーンナイト,2012年12月21日,5.8
厳格クールな先生がアヘボテオチ!,2015年6月26日,5.9
洁白之蓝,2020年11月27日,5.8
恶魔克星～色色的恶魔退治～,2015年9月25日,5.8
STAR☆jewel,2011年10月14日,5.8
喜欢就是喜欢,2005年1月8日,5.9
高校之神,2020年7月6日,6.0
剧场版 约会大作战 万由里裁决,2015年8月22日,6.0
12岁。,2014年4月3日,5.8
遮天,2023年5月3日,5.1
望实与君雄,2014年8月18日,5.9
ぱいずりチアリーダーVS搾乳応援団！,2014年7月18日,5.7
秋之回忆 2nd OVA,2003年1月22日,5.5
节哀唷♥二之宫同学,2007年10月3日,6.0
肯普法,2009年10月2日,6.0
女教師・裕美の放課後,2003年8月8日,5.5
阿松 ～希皮波族与闪耀的果实～,2022年7月8日,5.1
V.G.NEO THE ANIMATION,2004年2月25日,5.7
健全机斗士,2014年4月5日,6.0
Copihan,2011年8月11日,5.6
巨乳大家族催眠,2017年12月1日,5.9
NEKOPARA OVA Extra 小猫之日的约定,2018年7月27日,5.9
钢铁的复仇,2013年2月22日,5.3
数码宝贝大冒险：,2020年4月5日,5.9
小茜的狂热追求者,2004年11月25日,5.7
星星公主,2003年7月7日,5.8
女武神的餐桌,2019年6月28日,6.0
月光下的异世界之旅,2021年7月7日,6.0
色情教団,2020年3月6日,5.9
十万个冷笑话 第二季,2013年12月31日,6.0
蔚蓝档案 动画版,2024年4月7日,5.9
DISCODE 异常性爱,2004-08-13,5.7
分形世界,2011年1月13日,6.0
浪客剑心 新京都篇,2012年3月21日,5.9
閉鎖病棟,2001年7月13日,5.3
没有黄段子存在的无聊世界,2015年7月4日,6.1
变态！,2014年7月14日,5.9
名侦探哥顿,2007年6月10日,5.3
电影 光之美少女 All Stars 春之嘉年华♪,2015年3月14日,5.7
おっぱい学園マーチングバンド部！,2014年10月24日,5.8
格莱普尼尔,2020年4月5日,6.0
初夏,2006年10月27日,5.5
圣肛女,2006年4月25日,5.6
乙女蹂躙遊戯～Maiden Infringement Play～,2010年8月27日,5.7
花与蛇,2006-07-21,5.3
DAYS,2016年7月2日,5.9
逃走中 GREAT MISSION,2023年4月2日,5.2
双恋,2004年10月6日,5.9
禁断の病棟 THE ANIMATION,2012年9月28日,5.8
魔法少女伊斯卡,2010年4月24日,5.8
拟态催眠,2011年1月14日,5.4
组长女儿与照料专员,2022年7月7日,6.0
神渣☆爱豆,2022年7月1日,6.0
圣痕炼金士,2010年1月9日,6.0
姦淫特急 満潮,2010年8月6日,5.4
午後の紅潮 ～純愛メロウより～,2012年9月21日,5.7
烟花,2017年8月18日,6.0
雷速登闪电冲线,2007年,5.4
假如…？ 第二季,2023年12月22日,5.5
名侦探柯南 万圣节的新娘,2022年4月15日,6.0
武装少女,2017年4月5日,6.0
圣诞老人公司,2014年10月25日,5.0
宇宙骑士BLADE II,1994年7月21日,5.4
女骑士艾琳,2020年10月30日,5.7
令和的Di Gi Charat,2022年10月7日,5.4
我老婆是学生会长！ OAD,2016年1月27日,6.0
朋友游戏,2022年4月5日,6.0
文豪与炼金术师 ～审判的齿轮～,2020年4月3日,5.7
GO!GO!575,2014年1月9日,6.0
なりゆき→パパ活GIRLS!! THE ANIMATION,2018年2月23日,5.9
さくらママと太郎ちゃん,2017-04-02,5.3
我的推是坏人大小姐。,2023年10月2日,6.0
姉辱尽くし,2023年11月24日,5.1
性爱上瘾费洛蒙中毒,2022年1月28日,5.7
义妹,2006年4月14日,5.4
Last Waltz～白濁まみれの夏合宿～,2010年04月30日,5.8
对魔忍阿莎姬3,2016年12月23日,5.8
しおふきマーメイド,2011年10月21日,5.3
エルフの双子姫 ウィランとアルスラ,2009年7月31日,5.6
弩级战队HXEROS HXEROS的日常 OAD,2020年11月4日,5.9
魔法律事务所,2018年8月3日,5.5
百变之星 妙啊！妙！,2006年9月27日,5.7
公主恋人！,2009年7月5日,6.0
今天开始恋爱吧,2010年6月23日,5.7
クライミライ,2006年1月25日,5.4
秘书课秘蜜情事,2012年5月25日,5.7
女皇之刃 UNLIMITED,2018年7月13日,5.6
损坏之物：璃沙,2016年1月1日,5.9
名侦探柯南 异次元的狙击手,2014年4月19日,6.0
喜欢本大爷的竟然就你一个？,2019年10月2日,6.0
魔性之貌,2004年5月28日,5.5
盖塔机器人ARC,2021年7月4日,5.8
DARCROWS,2003年10月25日,5.6
学園～恥辱の図式～,2002年6月7日,5.1
欢迎来到实力至上主义教室 第三季,2024年1月3日,6.0
天真无邪 ～少女的回忆录～,2011年7月5日,5.3
英俊的茂雄,2005年12月31日,5.2
助っ人参上!! THE ANIMATION,2020年4月24日,5.7
羊羊快乐的一年,2010年5月1日,5.3
认真和我恋爱！！,2011年10月1日,6.0
天降少女！～从2层落下了少女！？～,2018年7月1日,6.0
我是江小白 第二季,2018年11月9日,5.5
ラブビッチ～優しい女…～,2011年12月16日,5.7
鬼灭之刃 初高一体!!鬼灭学园物语,2021年2月14日,5.8
魔都精兵的奴隶,2024年1月4日,6.0
姉キュン！ ～女子が家に来た～,2014年8月29日,5.7
大王不高兴,2020年1月1日,5.7
机神咆吼Demonbane,2006年5月18日,5.8
莎木,2022年4月7日,5.7
米奇妙妙屋,2006年5月5日,5.6
蜡笔小新：新次元！超能力大决战,2023年8月4日,5.7
陪睡女友：紧紧抱着你,2018年9月28日,5.8
ICE,2007-05-25,5.5
对魔忍雪风,2013年11月29日,5.9
大耳朵图图,2004年6月1日,5.9
转生成为了只有乙女游戏破灭Flag的邪恶大小姐… OAD,2021年9月30日,5.9
冷然之天秤,2018年4月8日,5.8
美魔女的究极高潮,2021年9月24日,5.7
加速世界 Infinite Burst,2016年7月23日,6.0
小魔头暴露啦！,2022年1月15日,5.3
为谁而炼金,2019年6月14日,5.3
极限之心,2022年7月9日,5.9
今からアタシ……,2016年9月30日,5.8
君が好き。THE ANIMATION,2021年1月29日,5.8
すぽコン！～SPORTS WEAR-COMPLEX～,2014年9月26日,5.8
First Love,2012年3月16日,5.8
洛克王国之圣龙骑士,2011年9月30日,5.2
家有色邻,2006年7月8日,5.9
BLOOD-C,2011年7月7日,6.0
锁链战记,2014年12月18日,5.6
比基尼勇士,2015年7月7日,6.0
樱花大战 纽约,2007年4月4日,5.1
圣女的魔力是万能的,2021年4月6日,6.0
特別授業2,2003年6月13日,5.1
淫の方程式,2004年3月25日,5.6
闪乱神乐 SHINOVI MASTER -东京妖魔篇-,2018年10月12日,5.8
不公正抽签,2006年10月6日,5.9
美脚性奴会長 亜衣,2014年3月28日,5.8
魔界天使 第三季,2009年9月25日,5.6
穿透幻影的太阳,2013年7月6日,6.0
天使之羽,2006年4月28日,5.1
我家大师兄脑子有坑,2018年4月4日,5.9
理～你的心洒落的碎片～,2013年3月29日,5.8
伊甸,2021年5月27日,5.5
猪猪侠之幸福救援队,2013年6月7日,5.2
魔术学姐,2019年7月2日,6.0
如果她的旗帜被折断了 OAD,2014年12月2日,5.9
宝可梦：超梦的逆袭 进化,2019年7月12日,5.8
锁链战记～赫克瑟塔斯之光～,2017年1月7日,5.9
number24,2020年1月8日,5.0
永久少年 Eternal Boys,2022年10月10日,5.1
向着小小的花蕾的深处……,2020年4月24日,5.8
偶像大师 Live For You!,2008年2月28日,5.7
前说！,2020年10月11日,5.9
巨乳女戦士・土下座催眠,2022年6月3日,5.8
长剑风云,2021年1月22日,5.2
正义联盟：亚特兰蒂斯王座,2015-01-13,5.4
犬与少年,2023年1月31日,5.0
水手服心疗妻科,2011年3月11日,5.3
青空下的约定,2007年4月3日,5.9
純情少女エトセトラ,2013年8月2日,5.6
姬辱,2004年8月27日,5.3
轮奸学园,2005年8月5日,5.3
超神学院 第二季 巨峡号,2014-06-06,5.7
苍之彼方的四重奏,2016年1月11日,6.0
战斗妖精少女 救救我！小Mave,2005年2月24日,5.4
月桂树的王子们,2006年10月2日,5.0
圣斗士星矢 黄金魂 -soul of gold-,2015-04-11,5.8
我们真的学不来！,2019年10月5日,6.0
透明人間,2006年2月10日,5.7
牙狼 红莲之月,2015年10月9日,5.8
心之国爱丽丝 剧场版,2011年7月30日,5.5
人类补奸计划,1996年12月29日,5.2
一寸法師,2007年6月8日,5.0
ZERO SUM GAME～SEX CRIME～,2001年10月25日,5.4
水母食堂,2016年3月9日,5.5
攀岩！ -Sport Climbing Girls-,2020年10月3日,5.9
Phi-Brain～神之谜题,2011年10月2日,5.9
下级生2 ～瞳孔中的少女们～,2004年10月7日,5.5
当雏菊邂逅少女,2021年10月1日,5.9
哥拉尔骑士团,2010年12月18日,5.5
有你的小镇,2013年7月13日,6.0
神曲奏界,2007年4月3日,5.9
千岁 Get you!!,2012年7月1日,5.8
昨日青空,2018年10月26日,5.9
魔具少女！OAD,2012年3月1日,5.8
简单易懂的现代魔法,2009年7月11日,6.0
一起做运动吧,2009年4月24日,5.7
借金姉妹,2007年10月25日,5.6
満たされて目覚める朝に、地味な朝食を The Animation,2024年2月22日,5.2
圣女的魔力是万能的 第二季,2023年10月3日,5.9
秦时明月之医者入世,2017年10月5日,5.4
POP IN Q,2016年12月23日,5.7
姦染2 淫罪都市,2010年2月26日,5.8
三角窗外是黑夜,2021年10月3日,5.7
我，不是说了能力要平均值么！,2019年10月7日,6.0
女子高中生,2019年4月6日,5.9
绽裂?!,2024年1月13日,5.9
Starless,2012年7月20日,5.8
21时之女,2001年2月21日,5.6
Wanna. ～SpartanSex Spermax!!!～,2013年2月22日,5.8
虜ノ契 ～家族のために身体を差し出す姉と妹～,2013年12月6日,5.7
配种大叔和父控JD催眠生活 The Animation,2023年9月29日,5.7
虚空魔境,2018年10月6日,5.6
トレス・マリアス 3人の聖処女,2001年3月16日,5.1
蝙蝠侠：致命玩笑,2016-07-25,5.4
线上游戏的老婆不可能是女生？,2016年4月7日,6.0
尸兄,2013年1月11日,5.9
我的Pico2,2007年4月19日,5.9
物物语 第二章,2023年7月3日,5.8
恋愛不要学派 THE ANIMATION,2014年6月27日,5.7
懲罰指導（おしおき）～学園令嬢更性計画～,2011年11月18日,5.6
少年女仆库洛君～天使之歌～,2010年9月23日,5.8
SLEEPLESS Nocturne The Animation,2023年8月25日,5.3
喜羊羊与灰太狼之羊年喜羊羊,2015年1月31日,5.3
公主假日,2004年3月25日,5.1
魔法纪录 魔法少女小圆外传 2nd SEASON -觉醒前夜-,2021年7月31日,6.0
特別授業,2001年5月11日,5.1
ママホリック～魅惑のママと甘々カンケイ～ THE ANIMATION,2021年11月26日,5.7
亡骸游戏 第2部分,2023年10月9日,5.9
那年那兔那些事儿 第三季,2016年9月30日,5.8
未亡人日記 THE ANIMATION ～憧れのあの女と一つ屋根の下～,2013年1月25日,5.8
旭日,2020年4月2日,5.8
娇蛮之吻,2006年7月1日,5.8
花园里的吸血鬼,2022年5月16日,5.8
卡片战斗先导者overDress,2021年4月3日,5.2
高达之环,2009年8月21日,5.4
球咏,2020年4月1日,5.9
侠猪布塔,2012年3月5日,5.7
创之界限 -#000000-,2021年10月9日,5.8
苍蓝世界的中心,2012年10月20日,5.8
我的妹妹是A罩杯小恶魔,2012年7月6日,5.8
春&夏推理事件簿～春太与千夏的青春～,2016年1月6日,6.0
真章 梦幻馆 Epilogue,2010年4月15日,5.8
食草老龙被冠以恶龙之名,2022年7月30日,5.7
人形の館,2003年7月25日,5.4
内衣战士玫瑰蝴蝶,2003年4月25日,5.1
最后大魔王,2010年4月2日,6.0
我们的七日战争,2019年12月13日,5.9
下克上,2023年1月27日,5.3
特別授業3SLG THE ANIMATION,2014年1月3日,5.8
母娘乱馆,2013年9月27日,5.8
弱角友崎同学,2021年1月8日,6.0
恥熱カルテ The Devilish Cherry,2009年6月26日,5.5
恋爱游戏世界对路人角色很不友好,2022年4月3日,6.0
我是川尻小玉～生活黑客的糜烂生活～,2022年1月13日,5.8
牝教师4～被玷污的教坛～,2015年10月30日,5.8
サムライホルモン THE ANIMATION,2014年10月3日,5.6
放課後2 THE ANIMATION,2007年8月31日,5.5
夜勤病棟・参,2005年7月29日,5.7
银砂糖师与黑妖精 第2部分,2023年7月7日,5.7
透明人間R,2010年3月12日,5.4
英雄面具,2018年12月3日,5.3
异度传说,2005年1月5日,5.6
凌辱人妻温泉,2005年10月25日,5.7
转生成蜘蛛又怎样！,2021年1月8日,6.0
乳母,2004年4月9日,5.6
新体操（真）,2005年6月24日,5.7
太太的恢复术 THE ANIMATION,2023年7月28日,5.5
公主爱情生活！,2019年5月31日,5.7
魔法少女大战,2014年4月8日,5.9
巧克力小狗,2013年4月30日,5.4
众神的恶作剧,2014年4月5日,5.9
続・御先祖賛江,2000年10月25日,5.1
乙女恥曝遊戯,2010年1月29日,5.6
寻找见习魔女,2020年11月13日,5.5
名侦探柯南 零的日常,2022年4月4日,5.9
幻想玩偶,2013年7月6日,5.8
哆啦A梦：大雄的宇宙小战争 2021,2022年3月4日,5.8
真月谭月姬,2003年10月9日,6.0
通往夏天的隧道，再见的出口,2022年9月9日,6.0
轩辕剑·苍之曜,2018年10月1日,5.5
八月的灰姑娘棒球队,2019年4月7日,5.8
姬骑士奥丽维亚,2013年12月6日,5.8
惩戒,2001年6月15日,5.1
Free Friend ～制服堕天使的课外授业～,2014年9月26日,5.7
池袋PR动画,2019年1月17日,5.2
魔力充电娘,2009年6月25日,5.9
不要输！！恶之军团！,2017年4月5日,5.6
无脑魔女,2023年7月4日,4.9
#至今为止感觉最棒的一次做爱,2022年6月24日,5.6
心动抽插！～天使与恶魔的榨精大战～,2013年5月31日,5.8
荔枝DE光之俱乐部,2012年10月1日,5.8
我老婆是学生会长,2015年7月1日,6.0
雨芳恋歌,2012年6月29日,5.8
最强阴阳师的异世界转生记,2023年1月7日,5.9
再来一次好吗?,2014年7月4日,5.7
女装正太 PICO～我的夏季小物语,2007年11月8日,5.8
苍天之拳 REGENESIS,2018年4月9日,5.6
指先案内人 汁だく接待 おかわり三杯目,2010年9月17日,5.5
18if,2017年7月7日,5.9
KY系JC小空气,2013年8月5日,5.3
最近，妹妹的样子有点怪？ OAD,2014年6月30日,5.9
受胎岛,2014年12月19日,5.8
2.43 清阴高校男子排球部,2021年1月7日,5.7
十二人の女教師,2008年4月11日,5.1
音乐少女,2015年3月22日,5.8
叛逆性百万亚瑟王,2018年10月25日,5.8
爸爸love,2012年7月27日,5.8
择天记,2015-07-15,5.1
虏姬：涂满白浊的大小姐,2011年1月28日,5.6
支配的讲台,2020年5月29日,5.6
天晴烂漫！,2020年4月10日,5.9
没有钱,2007年2月9日,5.8
雌性友人,2022年11月25日,5.6
大贵族,2020年10月7日,5.8
明日方舟：冬隐归路,2023年10月6日,5.9
尸者的帝国,2015年10月2日,5.9
生化危机 复仇,2017年5月27日,5.8
绝对防卫利维坦,2013年4月6日,5.8
感染 淫欲の連鎖,2009年10月30日,5.7
女生万岁 first season,2004年7月6日,5.8
公開便所 THE ANIMATION,2013年3月22日,5.7
动画同好会,2017年10月8日,5.9
魍魎之贽,2012年12月21日,5.5
黑神,2009年1月8日,5.9
SHUFFLE! MEMORIES,2007年1月7日,5.8
我的Pico3,2008年10月9日,5.8
催眠凌辱学園,2008年12月19日,5.6
尸体派对 迷失的舞步,2012年8月2日,5.9
赘婿,2023年4月23日,5.1
爱妻日记,2010年12月22日,5.6
杜鹃小闹剧！,2022年4月28日,5.3
授课到天亮Chu!,2012年6月23日,5.9
平凡职业造就世界最强 OVA,2022年9月25日,5.8
TRINITY SEVEN 七人魔法使,2014年10月7日,5.9
圣兽机Guardian,1989年11月1日,4.9
巨乳プリンセス催眠,2020年4月3日,5.7
22/7,2020年1月11日,5.9
メイド姉,2011年8月19日,5.6
被母亲的朋友看到了自己自慰的场景。,2020年10月30日,5.5
大炮破坏者,2019年8月15日,5.2
Jewelry THE ANIMATION,2018年1月5日,5.7
むっつりドスケベ露義母姉妹の本質見抜いてセックス三昧,2018年6月1日,5.8
约会大作战 第二季,2014年4月11日,6.0
COP CRAFT,2019年7月8日,5.9
人狼暗号1951,2016年10月22日,5.3
写真女友,2013年4月4日,5.9
熊出没之丛林总动员,2013年7月13日,5.2
花木兰2,2004年11月3日,5.4
一起睡觉吧,2010-02-11,5.4
少女戦機ソウルイーター,2010年9月24日,5.5
魅惑女淫魔APP ～学园催眠～,2021年7月30日,5.5
沦落者之夜,2023年1月8日,5.7
フルール THE ANIMATION,2024年1月26日,5.1
魔术士奥芬的无赖之旅 拉玛城篇,2023年1月18日,5.1
刀锋战士,2011年7月1日,5.6
曾几何时天魔的黑兔 OAD,2011年12月5日,5.7
空罐少女！千罐一发！？温泉危机,2009年10月23日,5.7
全职法师 第二季,2017年9月15日,5.3
姫奴隷,2008年6月25日,5.4
东京猫猫 NEW～♡ 第二季,2023年4月4日,4.8
喜羊羊与灰太狼之兔年顶呱呱,2011年1月21日,5.8
STAND MY HEROES PIECE OF TRUTH,2019年10月7日,5.3
NTR女友,2021年6月4日,5.8
电影 光之美少女 Miracle Universe,2019年3月16日,5.2
明日方舟：黎明前奏,2022年10月28日,5.9
快盗天使双胞胎,2011年7月4日,5.7
里世界郊游,2021年1月4日,5.9
圣痕炼金士II,2011年4月11日,5.9
しゃぶらレンタル エッチなおねえさんとのエロエロレンタルお勉強 THE ANIMATION,2015年2月27日,5.6
百变猪猪侠,2009年8月13日,5.0
解脱了的光子,2007年,5.2
弱角友崎同学 2nd STAGE,2024年1月3日,5.9
好色上班族2,2022年10月28日,5.2
妖精种植手册,2020年1月17日,4.8
魔法科高校的劣等生 呼唤星辰的少女,2017年6月17日,5.9
红白黑黄 第九季,2023年2月18日,5.4
剧场版 七人魔法使 天空图书馆与真红的魔王,2019年3月29日,5.8
怪物转生,2024年4月4日,5.5
女神的露天咖啡厅,2023年4月7日,5.9
AI电子基因,2023年7月7日,5.9
骸骨骑士大人异世界冒险中,2022年4月7日,5.9
如果烧陶的话也做个马克杯吧,2021年4月2日,5.8
剧场版 精灵宝可梦超级愿望：酋雷姆VS圣剑士 凯路迪欧,2012年7月14日,5.8
应避忌的狼,2010年8月28日,5.7
傲娇恶役大小姐莉泽洛特与实况转播远藤君和解说员小林,2023年1月6日,5.9
僵尸百分百～在成为僵尸前要做的100件事～,2023年7月9日,5.9
鬼父2 -复仇-,2013年11月29日,5.8
暗夜魔法使,2007年10月2日,5.8
太太是天使？,2012年4月20日,5.5
少女教育,2015年5月1日,5.7
支配者的黄昏,1998年1月21日,5.2
战国BASARA Judge End,2014年7月5日,5.7
魔神英雄传 七魂的龙神丸,2020年4月10日,5.3
姐姐的妄想日记 霭子姐那即使从本篇中跑出来也停不下来的独角戏,2014-04-18,5.7
龙之信条,2020年9月17日,5.4
堕落RPG 圣骑士露比莉亚丝,2019年7月26日,5.6
一番近くて遠い星,2021年2月19日,5.3
五等分的新娘,2019年1月10日,5.9
Brandish,2012年6月22日,5.8
少女から娼女へ…,2016年2月12日,5.6
我老婆是学生会长!+!,2016年10月2日,5.9
武装机甲,2008年10月3日,5.8
终末的女武神Ⅱ 前篇,2023年1月26日,5.8
小千开发日记,2020年1月31日,5.8
鬼父 化ケーション,2016年4月28日,5.8
歌塑世界,2019年10月6日,5.0
新妹魔王的契约者 DEPARTURES,2018年3月28日,5.8
凌辱ゲリラ狩り3,2008年2月29日,5.4
电梯小姐,2004年4月29日,5.5
滨虎,2014年1月7日,5.9
館熟女,2007年12月7日,5.3
大好きな母,2018年8月3日,5.7
女友成双,2021年7月2日,5.9
OBSOLETE,2019年12月3日,5.6
びんかんアスリート「そ、そこダメっ！……おしお噴いちゃう！」,2009年12月18日,5.3
REPLY 滨虎,2014年7月7日,5.9
声优战队,2013年10月5日,5.6
三人行必有我妹 OVA,2013年3月27日,5.8
马娘摇曳,2022年10月16日,5.8
兽装机攻断空我NOVA,2007年2月15日,5.5
蔷薇王的葬列,2022年1月9日,5.5
我的英雄学院 两位英雄,2018年8月3日,5.9
青鬼,2016年10月2日,5.8
赛尔号,2012年1月10日,5.3
火影忍者剧场版 大兴奋！三日月岛上的动物骚乱,2006年8月5日,5.8
橘色荣耀,2021年10月6日,5.7
欢迎来到妖魔娼馆！,2020年2月7日,5.7
零度战姬Vibration,2013年10月4日,5.8
ふぇちかの！,2014年7月25日,5.6
黑之栖 CHRONUS,2014年3月1日,5.7
班上只有我一个男生！？,2023年3月3日,5.6
天上掉下个猪八戒,2005年3月1日,5.7
しごカレ ～エッチな女子大生とドキ×2ラブレッスン!! THE ANIMATION,2019年10月25日,5.5
学院时间停止,2015年5月29日,5.8
中之人基因组【实况中】,2019年7月7日,5.9
ジオグラマトン,2006年12月15日,4.8
暗芝居 第五季,2017年7月2日,5.8
我立于百万生命之上,2020年10月2日,5.9
食戟之灵 豪之皿,2020年4月10日,5.9
故事少女穗乃花,2015年7月31日,4.8
机战少女 Alice Expansion,2023年4月3日,5.8
小林可爱到爆,2013年7月26日,5.5
超神学院,2013-12-06,5.7
物物语,2023年1月9日,5.8
锡铁小兵,1988-08-02,4.9
军人少女,2015年1月7日,5.8
拳皇命运,2017年8月3日,5.4
永不消失的彩虹,2006年10月5日,5.8
租借女友 第二季,2022年7月1日,5.9
异世界魔王与召唤少女的奴隶魔术,2018年7月5日,5.9
名侦探柯南 纯黑的恶梦,2016年4月16日,5.9
幻海奇情,2019年6月28日,5.6
魔王学院的不适任者～史上最强的魔王始祖，转生就读子孙们的学校～ 第二季,2023年1月7日,5.9
学战都市 六芒星,2015年10月3日,5.9
熊出没之环球大冒险,2012年6月1日,5.1
角色扮演乐园,2014年1月1日,5.3
URAHARA,2017年10月4日,5.8
日本国有铁道公安队,2014年7月3日,5.9
极黑的布伦希尔特,2014年4月6日,5.9
暗芝居 第六季,2018年7月6日,5.7
喜羊羊与灰太狼之给快乐加油,2011年10月15日,5.3
她被他抱住的那天,2020年8月28日,5.5
発情スイッチ～堕とされた少女達～ THE ANIMATION,2018年10月26日,5.5
斗罗大陆 双神战双神,2023年5月27日,5.0
混沌子 SILENT SKY,2017年6月17日,5.8
AIKa ZERO,2009年8月25日,5.7
熊出没之夺宝熊兵,2014年1月17日,5.6
DreamNote,2009年8月28日,5.3
新妹魔王的契约者 BURST,2015年10月9日,5.9
D-spray 媚薬でモテモテ課長代理補佐,2013年4月5日,5.6
教育指導 The Animation,2010年11月19日,5.3
凹凸世界 第四季,2022年4月29日,5.0
怪病医拉姆尼,2021年1月9日,5.8
戏剧性谋杀,2014年7月6日,5.8
名侦探柯南 绀碧之棺,2007年4月21日,5.9
数码宝贝合体战争～穿越时空的少年猎人们～,2011年10月2日,5.7
格林笔记,2019年1月10日,5.8
梦王国与沉睡的100名王子,2018年7月5日,5.2
AIKa R-16:处女任务,2007年4月25日,5.7
清纯看护学院,2002年10月25日,5.6
IS2 OVA 世界清洗篇,2014年11月26日,5.8
斯特拉女子学院高等科C3部,2013年7月4日,5.8
金色琴弦 Blue♪Sky,2014年4月5日,5.6
天上人与亚克托人最后的战斗,2009年4月18日,5.6
太阳之子,1995年,5.6
活力杏佳,2016年4月8日,5.5
零度战姬,2011年1月8日,5.8
无赖勇者的鬼畜美学,2012年7月6日,5.9
平凡职业造就世界最强 第二季,2022年1月13日,5.9
东京镇魂歌,2005年4月25日,5.0
暗芝居 第十季,2022年1月9日,5.3
最终试验鲸鱼,2007年8月25日,5.2
彼女は誰とでもセックスする。,2015年2月20日,5.7
黑之宣告,2016年1月10日,5.9
ヒナギクヴァージンロストクラブへようこそ,2019年3月15日,5.5
喜羊羊与灰太狼之开心日记,2012年12月8日,4.8
王之逆袭：意志的继承者,2020年10月2日,5.5
黑白来看守所,2016年10月4日,5.8
我的Pico,2006年9月7日,5.8
せめちち,2010年9月10日,5.2
猪猪侠勇闯未来城,2008年4月1日,5.2
镇魂街 第二季,2021年5月15日,5.7
龙堂寺士门的淫谋,2017年10月20日,5.6
四圣兽 ~光阴叙事诗天使谭~,2007年4月3日,5.3
