rank,anime,date,score
3850,武器种族传说,2005年4月5日,6.7
3851,爆裂天使,2004年4月6日,6.6
3852,刃牙,2001年1月8日,6.6
3853,天生一对,1999年2月2日,6.4
3854,学生会的一己之见 Lv.2,2013年1月9日,6.7
3855,ZEGAPAIN ADP,2016年10月15日,6.3
3856,网球王子 那时的我们,2011年8月26日,6.5
3857,尼尔：自动人形 Ver1.1a,2023年1月7日,6.7
3858,金星战记,1989年3月11日,6.6
3859,傀儡师左近,1999年10月8日,6.6
3860,蒲公英,2003年7月17日,6.4
3861,鬼点睛,2000年3月25日,6.5
3862,寒蝉鸣泣之时 煌,2011年7月21日,6.7
3863,我让最想被拥抱的男人给威胁了。～西班牙篇～,2021年10月9日,6.5
3864,龙珠Z 激战人造人,1992年7月11日,6.6
3865,万有引力,2000年10月4日,6.7
3866,寄生魔偶,2003年5月22日,6.5
3867,高达创战者 GM的逆袭,2017年8月25日,6.7
3868,凉风,2005年7月6日,6.7
3869,鬼父 Re-born,2011年12月22日,6.7
3870,文学少女 翱翔于天空的天使的镇魂曲,2010年10月29日,6.7
3871,小绿和小蓝,2018年8月27日,6.6
3872,今泉家似乎成了辣妹聚集地,2021年8月6日,6.7
3873,SHOW BY ROCK!! STARS!!,2021年1月7日,6.6
3874,人生交叉点,2003年4月5日,6.4
3875,奇异太郎少年的妖怪绘日记,2016年10月5日,6.7
3876,奶油柠檬 第四部分 PoP CHASER,1985年3月13日,6.5
3877,境界的轮回 第二季,2016年4月9日,6.6
3878,萤子,2003年2月21日,6.6
3879,失忆融合WIXOSS -missing link-,2017年12月14日,6.5
3880,人鱼又上钩 OAD,2013年8月16日,6.6
3881,艾莉森与莉莉娅,2008年4月3日,6.6
3882,影鳄,2015年10月2日,6.7
3883,名侦探柯南 侦探们的镇魂歌,2006年4月15日,6.7
3884,LOVELY×CATION THE ANIMATION,2015年3月27日,6.7
3885,电影 光之美少女 Max Heart,2005年4月16日,6.5
3886,学园奶爸,2018年1月7日,6.7
3887,地球少女Arjuna,2001年1月9日,6.4
3888,魔女之刃,2006年4月16日,6.6
3889,手塚治虫的佛陀～美丽的红色沙漠～,2011年5月28日,6.6
3890,下级生,1999年7月1日,6.5
3891,网球王子 过去和未来的信息,2009年5月26日,6.5
3892,公主恋人！西尔维娅篇,2010年9月17日,6.7
3893,AD.特警,1990年5月25日,6.3
3894,苍穹之法芙娜 BEHIND THE LINE,2023年1月20日,6.5
3895,ピンクバレンタイン,2020年1月30日,6.6
3896,帕底亚的课后时光,2023年9月6日,6.6
3897,旋风管家 泳装篇,2009年3月6日,6.7
3898,鬼父,2009年10月30日,6.7
3899,草莓100% Special,2005年12月14日,6.6
3900,灵笼:INCARNATION 终章,2021年5月1日,6.7
3901,美妙宠物 光之美少女！,2024年2月4日,6.4
3902,数码宝贝驯兽师之王 冒险者的战斗,2001年7月14日,6.6
3903,天降之物Final 永远的我的鸟笼,2014年4月26日,6.7
3904,狐妖小红娘 下沙篇,2015年6月26日,6.7
3905,海贼王 打倒海贼强萨克！,1998年7月26日,6.6
3906,热带之吻,2012年10月26日,6.6
3907,约会大作战 OAD,2014年12月9日,6.7
3908,欢乐课程 ADVANCE,2003年7月1日,6.4
3909,克娄巴特拉计划,1970年9月15日,6.5
3910,鹤屋和熏干酪,2009年2月14日,6.7
3911,秋之鼓点,2015年3月22日,6.6
3912,最终休止符～无止境的螺旋物语～,2018年4月11日,6.7
3913,魔女的使命,2014年1月5日,6.7
3914,怪物史莱克,2001-05-18,6.6
3915,我家有个狐仙大人,2008年4月6日,6.7
3916,功夫熊猫：非凡传奇 第一季,2011年9月19日,6.5
3917,火宵之月～秋狂言～,1998年12月19日,6.4
3918,妖精的尾巴 OAD,2016年5月17日,6.6
3919,魔法禁书目录 第二季,2010年10月8日,6.7
3920,天翔少女,2007年7月5日,6.6
3921,圣斗士星矢 天界篇 序奏～overture～,2004年2月14日,6.6
3922,驯龙高手：隐秘的世界,2019年2月22日,6.7
3923,指尖相触，恋恋不舍,2024年1月6日,6.7
3924,Daicon3 开幕动画,1981年8月22日,6.6
3925,恋爱小魔女,2003年5月20日,6.4
3926,红壳的潘多拉,2015年12月5日,6.6
3927,学生会的一己之见 Lv.2 EX,2013年7月5日,6.7
3928,文豪野犬 汪！,2021年1月12日,6.6
3929,蜡笔小新 风起云涌！我的宇宙公主,2012年4月14日,6.6
3930,暴走猎人,1995年10月3日,6.3
3931,铃芽之旅,2022年11月11日,6.7
3932,伊利亚：杰拉姆 动画版,1994年6月23日,6.4
3933,飞篮扣杀,2009年4月2日,6.6
3934,海贼王 ROMANCE DAWN STORY,2008年9月21日,6.5
3935,虹猫仗剑走天涯,2008年6月25日,6.6
3936,死神的歌谣,2006年3月2日,6.6
3937,夺宝幸运星,2005年,6.6
3938,向北,2004年1月13日,6.5
3939,旅街晚间秀,2016年1月8日,6.6
3940,勇者的故事,2006年7月8日,6.6
3941,疯狂动物城+,2022年11月9日,6.6
3942,幻想传说,2004年11月25日,6.6
3943,万事屋斋藤、到异世界,2023年1月8日,6.7
3944,抓鬼天狗帮,2004年10月5日,6.6
3945,飞天小女警Z,2006年7月1日,6.5
3946,老狼请客,1980,6.5
3947,暗杀教室 Episode:0 相遇的时间,2014年11月9日,6.7
3948,蓝龙 天界的七龙,2008年4月5日,6.4
3949,数码宝贝无限地带 古代数码宝贝复活,2002年7月20日,6.6
3950,憨豆先生动画版 第一季,2002年1月25日,6.5
3951,绝对可怜children OVA,2010年7月16日,6.5
3952,黑子的篮球 第三季,2015年1月10日,6.7
3953,世嘉硬件女孩,2014年10月8日,6.6
3954,いまどきのおんなのこ,2016-08-26,6.4
3955,飞轮少年,2006年4月4日,6.6
3956,听爸爸的话！OAD,2013年6月25日,6.7
3957,快把我哥带走3,2019年8月3日,6.5
3958,物怪,2007年10月2日,6.5
3959,纸箱战机,2011年3月2日,6.5
3960,鬼灭之刃 鼓屋敷篇,2021年9月18日,6.6
3961,付丧神出租中,2018年7月22日,6.6
3962,幻海奇情 第2期,2020年3月26日,6.5
3963,蜡笔小新 呼唤传说！跳吧！朋友！,2006年4月15日,6.6
3964,街头霸王2,1994年8月6日,6.4
3965,BanG Dream! Episode of Roselia Ⅱ : Song I am.,2021年6月25日,6.6
3966,绯色恋,2010-10-02,6.6
3967,Re：从零开始的异世界生活 冰结之绊,2019年11月8日,6.7
3968,发条精灵战记 天镜的极北之星,2016年7月8日,6.7
3969,欧西里斯的天秤,2015-08-01,6.5
3970,食戟之灵 餐之皿,2017年10月3日,6.7
3971,姉SUMMER！,2011年12月30日,6.7
3972,蓝猫淘气3000问之星际大战,2002年,6.3
3973,黑猫警长,2010-04-23,6.5
3974,花の女子アナ ニュースキャスター·悦子 生でイキます！,2004年6月25日,6.6
3975,魔动王 最后的魔法大战,1990年8月2日,6.4
3976,生化危机 恶化,2008年10月17日,6.6
3977,皮卡丘的欢乐假期,1998-07-18,6.5
3978,Ran→Sem～白濁デルモ妻のミイラ捕り～,2011年5月27日,6.6
3979,疯狂原始人2,2020年11月25日,6.6
3980,散华礼弥 OAD,2012年6月8日,6.7
3981,眼镜女友,2010年11月25日,6.5
3982,Happy Sugar Life,2018年7月13日,6.7
3983,NULL & PETA,2019年10月4日,6.6
3984,无敌破坏王2：大闹互联网,2018年11月21日,6.6
3985,渣和无用改革,2010年2月26日,6.6
3986,学园索多姆,1998年8月25日,6.3
3987,寒蝉鸣泣之时 扩,2013年8月15日,6.7
3988,魔法少女爱,2003年8月25日,6.6
3989,七彩的素描,2005年10月2日,6.6
3990,未确认进行式 OAD,2014年3月28日,6.7
3991,熊出没·逆转时空,2024年2月10日,6.5
3992,连我小镇,2013年4月3日,6.4
3993,再造基因,1994年10月7日,6.6
3994,超可动女孩1/6,2019年4月6日,6.6
3995,一念永恒 第二季,2022年7月20日,6.5
3996,勇敢传说,2012年6月19日,6.6
3997,雄兵连2诸天降临,2019年1月24日,6.5
3998,修业魔女璐璐萌 完结篇,2019年7月9日,6.4
3999,独自生活的小学生,2017年10月10日,6.6
4000,地球超人,1990年9月15日,6.3
4001,城镇青年,2014-09-18,6.5
4002,异世界迷宫黑心企业,2021年7月9日,6.7
4003,B：起点,2018年3月2日,6.7
4004,鸟！鸟！鸟！,2000年6月5日,6.5
4005,女神异闻录3 剧场版 第二章 仲夏骑士之梦,2014年6月7日,6.6
4006,人偶学园,2021年7月10日,6.6
4007,BOM BOM弹珠人,1998年2月7日,6.5
4008,守护甜心!!心跳,2008年10月4日,6.6
4009,夺宝幸运星2,2009年,6.4
4010,猫之茗,2021年10月26日,6.5
4011,最终幻想VII 最终密令,2005年9月14日,6.6
4012,守护甜心!,2007年10月6日,6.7
4013,姪っこのふくらみ ~いつもの中出しごっこ～,2017-10-28,6.6
4014,罗密欧与朱丽叶,2007年4月4日,6.6
4015,望古神话之天选者,2020年4月7日,6.3
4016,机动战士高达 水星的魔女,2022年10月2日,6.7
4017,魔侦探洛基,2003年4月5日,6.6
4018,战队大失格,2024年4月7日,6.5
4019,拉瓦拳星球,2002年03月02日,6.5
4020,盖塔机器人,1974年4月4日,6.5
4021,幻影集,1908年8月17日,6.4
4022,阿童木起源,2017年4月15日,6.6
4023,君主·埃尔梅罗二世事件簿 魔眼收集列车 Grace note,2019年7月6日,6.7
4024,宝可梦 遥远青空,2022年12月23日,6.5
4025,红 Kurenai,2008年4月3日,6.6
4026,秘密 ～The Revelation～,2008年4月8日,6.5
4027,全金属狂潮 Into the Blue,2018年1月20日,6.5
4028,灼眼的夏娜 恋爱和温泉校外学习,2006年12月8日,6.7
4029,动作女主 水果应援团,2017年7月6日,6.6
4030,AKB0048 next stage,2013年1月5日,6.6
4031,女忍2：落入圣殿的处女,2015年11月13日,6.5
4032,魔法老师涅吉!?春,2006年10月25日,6.5
4033,正义联盟:两球危机,2010年2月23日,6.3
4034,青春之旅 OAD,2014年8月25日,6.6
4035,波波安,1997年9月13日,6.4
4036,哈姆太郎,2000年7月7日,6.5
4037,妖兽都市,1987年4月19日,6.6
4038,惊爆游戏!,2012年10月4日,6.7
4039,学活！,2012年4月3日,6.6
4040,动画心疗系,2015年2月13日,6.6
4041,灰色：幻影扳机 STARGAZER,2020年11月27日,6.6
4042,转生为第七王子，随心所欲的魔法学习之路,2024年4月1日,6.6
4043,海底娇娃蓝华,1997年4月25日,6.6
4044,欢乐课程 The Final,2004年5月28日,6.3
4045,选择感染者WIXOSS,2014年4月3日,6.7
4046,奥美帝III,1995年2月25日,6.3
4047,我是高宫茄乃,2015年4月6日,6.6
4048,大草原上的小老鼠,1996年,6.5
4049,冰川时代4：大陆漂移,2012年6月27日,6.6
4050,妖精的尾巴 总集篇,2010年12月17日,6.5
4051,卡片战斗先导者,2011年1月8日,6.5
4052,怪兽娘（黑）～奥特怪兽拟人化计划～,2018年11月23日,6.5
4053,ToHeart2 adnext,2010年9月23日,6.6
4054,One Room,2017年1月11日,6.7
4055,汉化日记 第三季,2022年7月31日,6.6
4056,创势的大天使EVOL,2015年10月28日,6.5
4057,异世界居酒屋～古都阿伊特力亚的居酒屋「阿信」,2018年4月13日,6.6
4058,崩坏3 女王降临,2018年5月31日,6.6
4059,爱丽丝与藏六,2017年4月2日,6.7
4060,千从狩,2022年1月20日,6.5
4061,蓝兰岛漂流记,2007年4月4日,6.7
4062,水色,2003年4月25日,6.5
4063,魔法使的新娘 西之少年与青岚的骑士,2021年9月10日,6.6
4064,风之圣痕,2007年4月11日,6.6
4065,异世界四重奏,2019年4月9日,6.7
4066,今天开始做魔王,2004年4月3日,6.7
4067,一人之下,2016年7月8日,6.7
4068,超次元游戏 海王星,2013年7月12日,6.7
4069,拜托了 爱因兹贝伦咨询室,2012年9月19日,6.7
4070,アッチェレランド～堕天使たちの囁き～,2007年1月26日,6.6
4071,半龙少女,1993年3月26日,6.2
4072,蜡笔小新之云黑斋的野心,1995年4月15日,6.6
4073,堕天使之零,2001年5月25日,6.4
4074,绑架课,2006年10月12日,6.3
4075,我的朋友很少 Add-on disk,2012年9月26日,6.6
4076,海贼王 东海特别篇 路飞与四位伙伴的大冒险！！,2017年8月26日,6.4
4077,D4DJ First Mix,2020年10月30日,6.6
4078,向阳之诗,2005年3月19日,6.3
4079,斗破苍穹 第三季,2019年7月21日,6.6
4080,乔西的虎与鱼,2020年12月25日,6.7
4081,限定少女。,2009年7月24日,6.6
4082,苍穹之法芙娜 Arcadian memory,2005年11月2日,6.3
4083,恶魔高校 D×D BorN,2015年4月4日,6.6
4084,魔道祖师 完结篇,2021年8月7日,6.5
4085,GATE 奇幻自卫队 炎龙篇,2016年1月8日,6.7
4086,森田同学很沉默 2,2011年10月4日,6.6
4087,薄樱鬼～御伽草子～,2016年4月5日,6.5
4088,行きたくなるお店編,2012年7月19日,6.5
4089,天地创造设计部 特别篇,2021年4月1日,6.6
4090,告诉我！辣妹子酱,2016年1月8日,6.6
4091,红白黑黄 第六季,2018年10月27日,6.6
4092,鬼作,2002年1月25日,6.6
4093,神枪少女 -IL TEATRINO- OVA,2008年10月24日,6.6
4094,欢迎来到Pia♥卡罗特2,1998年10月23日,6.3
4095,再造基因 OVA,1995年2月21日,6.4
4096,龙珠 巴达克之章,2012年2月3日,6.6
4097,许愿池,2005年6月11日,6.3
4098,淫兽圣战 Twin Angel,1995年5月12日,6.4
4099,骷髅13：女王蜂,1998年5月21日,6.4
4100,一个人的○○小日子,2019年4月5日,6.7
4101,EVA爆笑学园,2007年3月20日,6.6
4102,喜欢上你的那个瞬间。～告白实行委员会～,2016年12月17日,6.6
4103,环保剑,2006年1月30日,6.4
4104,冬之日,2003年12月13日,6.3
4105,K SEVEN STORIES Episode 5「红之记忆 ～BURN～」,2018年11月3日,6.6
4106,灵笼 上半季,2019年7月13日,6.7
4107,勇者大冒险,2015年3月31日,6.6
4108,不死不幸,2023年10月6日,6.7
4109,好帅好可爱宣言!,2010年11月5日,6.6
4110,忍者蝙蝠侠,2018年4月24日,6.6
4111,刻刻,2018年1月7日,6.6
4112,小王子,2015-07-29,6.6
4113,小鸡快跑,2000年6月23日,6.6
4114,金色琴弦～primo passo～,2006年10月1日,6.6
4115,深渊传说,2008年10月3日,6.6
4116,瓦尼塔斯的手札 第2部分,2022年1月14日,6.6
4117,海贼王 黄金城,2016年7月23日,6.6
4118,七大罪 戒律的复活,2018年1月6日,6.6
4119,名侦探柯南 水平线上的阴谋,2005年4月9日,6.6
4120,仙界传 封神演义,1999年7月3日,6.6
4121,钢铁魔女安妮罗杰,2012年7月27日,6.6
4122,变态生理研究班 OAD,2010年7月23日,6.6
4123,龙珠Z 地球争霸战,1990年7月7日,6.5
4124,何时搅了荷包蛋的黄？,2014年8月5日,6.6
4125,拥抱春天的罗曼史,2005年3月31日,6.5
4126,境界的彼方 -I'LL BE HERE- 未来篇,2015年4月25日,6.7
4127,兄嫁はいじっぱり,2008年4月18日,6.6
4128,蜡笔小新之动感超人大战泳装魔王,1993年7月24日,6.6
4129,熊出没·重返地球,2022年2月1日,6.5
4130,半夜鸡叫,1964,6.4
4131,龙珠Z 击败超战士,1994年7月9日,6.5
4132,稻荷恋之歌,2014年1月15日,6.7
4133,虎子 OAD Extra虎,2009-10-08,6.4
4134,限制级杀手,2013年10月10日,6.6
4135,暗芝居,2013年7月14日,6.6
4136,王者天下,2012年6月4日,6.6
4137,翡翠森林狼与羊 秘密的朋友,2012年4月4日,6.4
4138,长安三万里,2023年7月8日,6.6
4139,Star☆Twinkle 光之美少女,2019年2月3日,6.6
4140,文学少女 做梦少女的前奏曲,2010年6月25日,6.6
4141,橘子酱男孩,1994年3月13日,6.2
4142,剧场版 异世界四重奏 ～Another World～,2022年6月10日,6.6
4143,ザナルカンドにて,2013-12-28,6.4
4144,绝望粉碎少女∞亚米妲,2020年5月25日,6.4
4145,女神异闻录 -圣洁之魂-,2008年1月5日,6.6
4146,喜羊羊与灰太狼之羊村守护者,2019年1月18日,6.4
4147,幻梦战记莉达,1985年3月1日,6.5
4148,钢铁神吉克,2007年4月5日,6.5
4149,鬼畜  ～母姉妹調教日記～,2013年11月22日,6.6
4150,怪物史莱克4,2010年5月21日,6.4
4151,奔向地球,1980年4月26日,6.3
4152,电影 再见了，我的克拉默 First Touch,2021年6月11日,6.3
4153,虎子,2008年10月1日,6.6
4154,女神异闻录3 剧场版 第一章 春生,2013年11月23日,6.6
4155,空挺Dragons,2020年1月8日,6.6
4156,甜蜜声优,2006年2月2日,6.6
4157,你好七叶 第二季,2013年4月6日,6.5
4158,高校星歌剧 OVA,2016年7月27日,6.4
4159,怪谈餐馆,2009年10月13日,6.6
4160,LV1魔王与独居废勇者,2023年7月3日,6.6
4161,VIPER -GTS-,2002年12月24日,6.5
4162,秋叶原冥途战争,2022年10月6日,6.7
4163,电影 奇巧计程车 扑朔谜林,2022年4月1日,6.6
4164,兽王星,2006年4月13日,6.6
4165,星期一的丰满,2016年10月10日,6.6
4166,境界触发者,2014年10月5日,6.6
4167,琴浦小姐,2013年1月10日,6.6
4168,高达 EVOLVE,2001年5月17日,6.5
4169,迷你刀使,2019年1月5日,6.5
4170,一拳超人 短篇动画剧场 『Go! Saitama』,2021年9月23日,6.5
4171,黑猫,2005年10月6日,6.6
4172,A子计划,1986年6月21日,6.4
4173,黄金狗剩,2011-11-01,6.3
4174,蓝色监狱,2022年10月8日,6.6
4175,天保异闻妖奇士,2006年10月7日,6.4
4176,阿滋漫画Web大王,2000年12月28日,6.4
4177,传颂之物 二人的白皇,2022年7月2日,6.6
4178,今天开始做魔王 OVA,2007年10月26日,6.5
4179,学園侵触 ×× of the Dead,2017年4月28日,6.6
4180,没出息的阴阳师一家 第二季,2020年7月15日,6.3
4181,这个男子，在与外星人作战,2011年11月18日,6.6
4182,直到梦醒之时,2017年7月13日,6.5
4183,真・女神转生 东京默示录,1995-04-21,6.2
4184,亲吻姐姐,2010年4月5日,6.6
4185,少年锦衣卫,2017年2月9日,6.6
4186,小魔女蒙娜,1999年10月18日,6.5
4187,白沙的水族馆,2021年7月8日,6.6
4188,潜行吧！奈亚子W  OVA,2013年10月25日,6.6
4189,夜来了,2002年4月25日,6.2
4190,我是江小白,2017年11月9日,6.6
4191,多罗罗,2019年1月7日,6.6
4192,偶像活动 第三年,2014年10月2日,6.4
4193,马达加斯加的企鹅,2014-11-14,6.6
4194,少女爱上姐姐,2006年10月7日,6.6
4195,电影 光之美少女 食尚甜心 清脆出炉！回忆的法式千层酥！,2017年10月28日,6.3
4196,狐妖小红娘 沐天城篇,2020年12月11日,6.5
4197,机动战士高达SEED FREEDOM,2024年1月26日,6.5
4198,HEARTWORK Symphony of Destruction,2003年8月28日,6.5
4199,妹でいこう！,2003年6月26日,6.4
4200,Let You Down,2022年9月12日,6.4
4201,天使领域,2001年4月1日,6.5
4202,蜡笔小新 爆发！温泉火热大决战,1999年4月17日,6.6
4203,福星小子3 记得我的爱,1985年1月26日,6.3
4204,食戟之灵 OAD,2016年5月2日,6.6
4205,圣石小子,2001年10月13日,6.5
4206,奶油柠檬 第二部分 冲突升级 今晚重口味,1984年9月10日,6.3
4207,美妙旋律 Dear My Future,2012年4月7日,6.4
4208,相聚一刻番外篇 一刻岛飘流记,1991年5月21日,6.2
4209,魔术士奥芬 -Revenge-,1999年10月2日,6.3
4210,和我一起来画吧：我爱你,2013年1月1日,6.4
4211,魔术快斗,2010年4月17日,6.6
4212,偶像活动 on Parade,2019年10月5日,6.3
4213,机动战士高达SEED DESTINY HD重制版,2013年4月7日,6.6
4214,异世界穿越最先帮助我的是，杀手少年。完结纪念动画PV,2022-05-28,6.3
4215,STRANGE+ 第二季,2014年7月3日,6.6
4216,全力兔子,2008年1月15日,6.4
4217,触手和巫女,2011年5月27日,6.6
4218,笨蛋，测验，召唤兽 Blu-ray BOX 特典 新Mini动画,2017年11月29日,6.6
4219,呆萌酷男孩,2022年10月10日,6.6
4220,我们的爱总是只有10厘米。,2017年11月24日,6.6
4221,剧场版 Free!-Timeless Medley- 约束,2017年7月1日,6.5
4222,夜勤病棟 Kranke 七瀬恋,2005年11月25日,6.6
4223,龙珠：超级赛亚人灭绝计划,2010年11月11日,6.3
4224,入间同学入魔了 第三季,2022年10月8日,6.6
4225,由土里酱,2010年3月16日,6.5
4226,全金属狂潮 One Night Stand,2018年1月13日,6.4
4227,ToHeart2 ad,2008年3月26日,6.5
4228,纸箱战机W,2012年1月18日,6.4
4229,OVERLORD II,2018年1月9日,6.6
4230,弹珠警察,1999年2月7日,6.6
4231,最终流放-银翼的飞梦 Over the wishes,2016年2月6日,6.2
4232,蓝色星夜,1996年4月26日,6.4
4233,最终流放-银翼的飞梦-,2011年10月14日,6.6
4234,疯狂外星人,2015-03-27,6.3
4235,百变马丁,2015年12月15日,6.2
4236,平安达纪,2018年8月7日,6.3
4237,东京喰种,2014年7月3日,6.6
4238,剧场版 精灵宝可梦DP：幻影的霸者 索罗亚克,2010年7月10日,6.6
4239,游戏王剧场版 超融合！超越时空的羁绊,2010年1月23日,6.6
4240,希望宅邸？,2011年6月24日,6.4
4241,妖精的尾巴 最终季,2018年10月7日,6.6
4242,亚尔斯兰战记 OAD,2016年5月9日,6.5
4243,文学少女 热恋少女们的狂想曲,2010年12月24日,6.6
4244,永远之久远 第三章 梦幻的连座,2011年8月13日,6.6
4245,纳米核心,2014年2月14日,6.6
4246,True Blue,2005年2月25日,6.6
4247,大护法,2017年7月13日,6.6
4248,Gift,2021年2月5日,6.5
4249,BLUE DROP 天使们的戏曲,2007年10月2日,6.6
4250,影实！第二季,2023年10月4日,6.6
4251,剧场版 精灵宝可梦 大家的故事,2018年7月13日,6.6
4252,勇气爆发 Bang Bravern,2024年1月11日,6.6
4253,侍魂2〜阿修罗斩魔传〜,1999年6月25日,6.3
4254,食戟之灵 餐之皿 远月列车篇,2018年4月8日,6.6
4255,K SEVEN STORIES Episode 6「～无名歌 ～」,2018年12月1日,6.5
4256,如果历史是一群喵 秦楚两汉篇,2019年7月6日,6.4
4257,快乐家家车,1997年,6.4
4258,无敌看板娘,2006年7月4日,6.6
4259,天宝伏妖录,2020年7月5日,6.5
4260,影鳄 承,2016年4月1日,6.6
4261,炎炎消防队 二之章,2020年7月3日,6.6
4262,如果有妹妹就好了。,2017年10月8日,6.6
4263,D4DJ All Mix,2023年1月13日,6.5
4264,快把我哥带走4,2020年8月5日,6.3
4265,冥王计划志雷马,1988年11月26日,6.5
4266,小哥斯拉的逆袭,2023年4月1日,6.3
4267,辣妹与恐龙,2020年4月4日,6.6
4268,奴隶市场,2002年5月31日,6.6
4269,今天开始做魔王 第三季,2008年4月3日,6.5
4270,灰色：幻影扳机,2019年3月15日,6.6
4271,未来日记 OAD,2010年12月9日,6.6
4272,魔法纪录 魔法少女小圆外传,2020年1月4日,6.6
4273,校内写生,1990-05-25,6.3
4274,巨乳幻想,2012年05月25日,6.6
4275,宅男腐女恋爱真难,2018年4月12日,6.6
4276,我自己；你自己,2007年10月2日,6.6
4277,我的青春恋爱物语果然有问题 完,2020年7月9日,6.6
4278,死神剧场版 无人的回忆,2006年12月16日,6.6
4279,关于我转生变成史莱姆这档事,2018年10月1日,6.6
4280,地下忍者,2023年10月5日,6.6
4281,哆啦A梦：大雄的金银岛,2018年3月3日,6.6
4282,野良剧,2011年1月22日,6.5
4283,超速变形螺旋杰特,2012年10月2日,6.3
4284,哆啦A梦：伴我同行2,2020年11月20日,6.6
4285,竖笛与双肩书包 2♪,2012年4月3日,6.6
4286,龙珠 摩诃不可思议的冒险,1988年7月9日,6.5
4287,神明之记,2016年11月24日,6.3
4288,黑子的篮球 OAD,2013年12月4日,6.6
4289,夏のひめごと。 DVD Edition,2015年10月23日,6.4
4290,穿书自救指南 修雅篇,2020年9月10日,6.3
4291,bps 战争程序员白濑,2003年10月3日,6.5
4292,你遭难了吗？,2019年7月2日,6.6
4293,世纪末超自然学院,2010年7月5日,6.6
4294,PRETTY×CATION 2 THE ANIMATION,2016年11月25日,6.6
4295,佐佐木与宫野 OVA,2022年7月27日,6.2
4296,两不疑,2021年4月21日,6.5
4297,异世界食堂,2017年7月3日,6.6
4298,这名男子，捡到了人鱼。,2012年11月9日,6.6
4299,龙珠 魔神城里的睡美人,1987年7月18日,6.5
4300,Happiness! 渡良濑准华丽的一天,2007年1月25日,6.3
4301,鬼灭之刃 兄妹的羁绊,2019年3月29日,6.6
4302,遗迹守护者,2022年6月18日,6.5
4303,苹果核战记α,2014-07-15,6.5
4304,告诉我！辣妹子酱 OAD,2017年1月23日,6.5
4305,魔法禁书目录炭,2009年1月23日,6.6
4306,血意少年 OAD,2013年12月4日,6.6
4307,四驱兄弟MAX,1998年1月5日,6.5
4308,梦使,2006年4月8日,6.4
4309,天然萌少女明日香 OAD,2012年9月28日,6.5
4310,OVERLORD IV,2022年7月5日,6.6
4311,山田君与7个魔女,2015年4月12日,6.6
4312,武动乾坤 第三季,2022年5月1日,6.2
4313,进化简史,2010,6.2
4314,怪异与少女与神隐,2024年4月10日,6.5
4315,剧场版总集篇 OVERLORD 漆黑的英雄,2017年3月11日,6.6
4316,高校星歌剧,2015年10月5日,6.5
4317,傲娇公主,2015年12月25日,6.6
4318,金色琴弦～Secondo Passo～,2009年3月26日,6.6
4319,鬼平～那个男人、长谷川平藏～,2017年2月22日,6.3
4320,Kanon 雪花,2003年5月3日,6.5
4321,天启日,2020年10月15日,6.3
4322,战国Collection,2012年4月5日,6.6
4323,恶魔高校DXD DX OAD,2015年3月6日,6.6
4324,樱子小姐的脚下埋着尸体,2015年10月7日,6.6
4325,顽皮跳跳灯,1986年8月17日,6.4
4326,夜之小双侠,2015年1月11日,6.6
4327,噬血狂袭 IV,2020年4月8日,6.6
4328,碧蓝航线：微速前行！,2021年1月11日,6.6
4329,忍者神龟,2007年3月23日,6.4
4330,高校舰队 OVA,2017年5月24日,6.6
4331,铁甲威虫之骑刃王,2012年,6.3
4332,围棋少年,2005年7月28日,6.6
4333,那就是声优！,2015年7月7日,6.6
4334,超智能足球,2010年6月2日,6.5
4335,RIN×SEN＋Ran→Sem Cross Mix,2013年6月28日,6.6
4336,邪神与厨二病少女 X,2022年7月5日,6.6
4337,杀老师Quest,2016年12月23日,6.6
4338,伯纳德小姐说。,2016年10月6日,6.6
4339,哆啦A梦：大雄的南极冰冰凉大冒险,2017年3月4日,6.6
4340,希望宅邸,2009年4月24日,6.4
4341,绫波丽，第一次的口红出镜,2020年11月3日,6.6
4342,死神少爷与黑女仆,2021年7月4日,6.6
4343,圣传,1991年6月1日,6.3
4344,迷你百合,2019年9月25日,6.6
4345,妖精的尾巴 剧场版序章 开始的早晨,2013年2月15日,6.5
4346,黑礁 特典小剧场,2009年12月23日,6.6
4347,我的英雄学院 第三季,2018年4月7日,6.6
4348,虽然是玻璃假面,2013年4月7日,6.4
4349,武庚纪之天启,2017年12月29日,6.4
4350,赛马场,2017年8月8日,6.2
4351,LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,2019年1月4日,6.6
4352,英雄故事：末日铁拳,2017年7月6日,6.4
4353,怪怪守护神 OVA,2020年1月22日,6.6
4354,轮回的拉格朗日 鸭川日常,2012年8月23日,6.5
4355,剧场版 Free!-Timeless Medley- 绊,2017年4月22日,6.5
4356,纯洁的轮舞曲,2012年5月25日,6.6
4357,干支魂 ～猫客万来～,2021年5月26日,6.3
4358,高达创战者 Battlogue,2017年8月4日,6.5
4359,宫本武藏 双剑驰骋之梦,2009年6月13日,6.4
4360,超兽机神断空我,1985年4月5日,6.3
4361,浪客剑心 －明治剑客浪漫谭－,2023年7月6日,6.6
4362,世界末日柴犬为伴,2022年8月2日,6.4
4363,梦幻妖子,2000年4月20日,6.4
4364,期待在地下城邂逅有错吗 外传 剑姬神圣谭,2017年4月14日,6.6
4365,数码宝贝拯救者,2006年4月2日,6.6
